CUST ACCT #,CUSTOMER NAME,SALES REP ID,SALES REP LAST NAME,USER LOGIN,OPPORTUNITY NAME,ESTIMATED_ANNUALIZED_SALES,ESTIMATED_ANNUALIZED_GP,ESTIMATED_ANNUALIZED_GP_PERCENT,ESTIMATED_MONTHLY_SALES,ESTIMATED_MONTHLY_GP,ESTIMATED_MONTHLY_GP_PERCENT,PREV12MO_SALES,PREV12MO_GP,PREV12MO_GP_PERCENT,MTD_SALES,MTD_GP,MTD_GP_PERCENT
"WE1107","AUTOMOTIVE SPECIALIST","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash",0,0,0,0,0,0,1957.000000,444.000000,22.72%,2416.630000,885.580000,36.65%
"WE2758","LEADER AUTO","171","DOMANSKI KEN","kdomanski","Rotating Electrical",6000,2280,38%,500,190,38%,118.000000,-6.000000,-5.57%,253.860000,75.170000,29.61%
"WE1009","AUSTRIA MOTORS INC","171","DOMANSKI KEN","kdomanski","fuel pumps",4800,0,0,400,0,0,10.000000,2.000000,26.36%,0.000000,0.000000,
"WE2847","M & S AUTOMOTIVE ENTERPRISES","171","DOMANSKI KEN","kdomanski","fuel pumps",4800,0,0,400,0,0,1466.000000,392.000000,26.77%,869.670000,405.310000,46.61%
"WE2847","M & S AUTOMOTIVE ENTERPRISES","171","DOMANSKI KEN","kdomanski","ROTATING ELECTRICAL",500,0,0,42,0,0,182.000000,4.000000,2.24%,-20.600000,21.410000,-103.93%
"WE1141","BOULDER VALLEY SCHOOL DISTRICT","171","DOMANSKI KEN","kdomanski","ROTATING ELECTRICAL",500,0,0,42,0,0,24.000000,7.000000,28.37%,0.000000,0.000000,
"WE1366","CORNER MECHANIC INC.","171","DOMANSKI KEN","kdomanski","ROTATING ELECTRIC",500,0,0,42,0,0,0.000000,0.000000,,0.000000,0.000000,
"WE2520","ARVADA AUTO CENTER","171","DOMANSKI KEN","kdomanski","fuel pump",3600,0,0,300,0,0,840.000000,145.000000,17.30%,542.050000,201.430000,37.16%
"WE2520","ARVADA AUTO CENTER","171","DOMANSKI KEN","kdomanski","ROTATING ELECTRICAL",500,0,0,42,0,0,44.000000,2.000000,4.74%,0.000000,0.000000,
"WE1450","DEANS SERVICE CENTER","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash",0,0,0,0,0,0,4676.000000,1098.000000,23.50%,5482.990000,1832.680000,33.42%
"WE1450","DEANS SERVICE CENTER","171","DOMANSKI KEN","kdomanski","fuel pumps",4800,0,0,400,0,0,4676.000000,1098.000000,23.50%,5482.990000,1832.680000,33.42%
"WE1174","CANYON AUTOMOTIVE","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash",0,0,0,0,0,0,3077.000000,915.000000,29.75%,5454.810000,2015.760000,36.95%
"WE1174","CANYON AUTOMOTIVE","171","DOMANSKI KEN","kdomanski","fuel pumps",4800,0,0,400,0,0,3077.000000,915.000000,29.75%,5454.810000,2015.760000,36.95%
"WE3598","QUALITY FIRST AUTOMOTIVE","171","DOMANSKI KEN","kdomanski","five mile",30000,0,0,2500,0,0,448.000000,72.000000,16.24%,312.440000,113.200000,36.23%
"WE3903","HIGHLAND VENTURES DBA THE","171","DOMANSKI KEN","kdomanski","five mile",12000,0,0,1000,0,0,-5.000000,-5.000000,100.00%,0.000000,0.000000,
"WE1599","DON'S CORNER","171","DOMANSKI KEN","kdomanski","five mile",24000,0,0,2000,0,0,427.000000,129.000000,30.24%,160.090000,42.010000,26.24%
"WE1599","DON'S CORNER","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash   ",0,0,0,0,0,0,427.000000,129.000000,30.24%,160.090000,42.010000,26.24%
"DV2680","HOTCHKISS AUTO REPAIR","171","DOMANSKI KEN","kdomanski","Rotating electrical ",500,0,0,42,0,0,5340.000000,1360.000000,25.47%,4713.100000,1564.700000,33.20%
"DV2680","HOTCHKISS AUTO REPAIR","171","DOMANSKI KEN","kdomanski","fuel pumps ",4800,0,0,400,0,0,5340.000000,1360.000000,25.47%,4713.100000,1564.700000,33.20%
"WE2900","MERKLS AUTOMOTIVE","171","DOMANSKI KEN","kdomanski","fuel pumps",0,0,0,0,0,0,4710.000000,1313.000000,27.89%,4518.710000,1712.570000,37.90%
"WE2900","MERKLS AUTOMOTIVE","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash",0,0,0,0,0,0,4710.000000,1313.000000,27.89%,4518.710000,1712.570000,37.90%
"WE1644","LAKESIDE FIRESTONE","171","DOMANSKI KEN","kdomanski","five mile",24000,0,0,2000,0,0,90.000000,31.000000,34.86%,-263.560000,-83.470000,31.67%
"WE2653","FIRESTONE BFS#010596-BROADWAY","171","DOMANSKI KEN","kdomanski","five mile",24000,0,0,2000,0,0,149.000000,59.000000,39.76%,-16.500000,-1.500000,9.09%
"WE2902","MECHANICAL RESTORATION","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash   ",0,0,0,0,0,0,477.000000,126.000000,26.55%,455.110000,163.810000,35.99%
"WE2999","NORTHCREST AUTOMOTIVE INC.","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash",0,0,0,0,0,0,3027.000000,869.000000,28.72%,4087.250000,1449.700000,35.47%
"WE2999","NORTHCREST AUTOMOTIVE INC.","171","DOMANSKI KEN","kdomanski","fuel pumps",4800,0,0,400,0,0,3027.000000,869.000000,28.72%,4087.250000,1449.700000,35.47%
"WE2860","MARCHESE SPECIALTIES","171","DOMANSKI KEN","kdomanski","fuel pumps",4800,0,0,400,0,0,1416.000000,386.000000,27.27%,1080.460000,401.140000,37.13%
"WE2860","MARCHESE SPECIALTIES","171","DOMANSKI KEN","kdomanski","five mile",30000,0,0,2500,0,0,1416.000000,386.000000,27.27%,1080.460000,401.140000,37.13%
"WE2860","MARCHESE SPECIALTIES","171","DOMANSKI KEN","kdomanski","ROTATING ELECTRICAL",500,0,0,42,0,0,113.000000,-15.000000,-13.96%,0.000000,0.000000,
"WE2220","WHEATRIDGE AUTO SERVICES","171","DOMANSKI KEN","kdomanski","five mile",18000,0,0,1500,0,0,182.000000,47.000000,25.98%,-8.780000,-4.750000,54.10%
"WE2220","WHEATRIDGE AUTO SERVICES","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash   ",0,0,0,0,0,0,182.000000,47.000000,25.98%,-8.780000,-4.750000,54.10%
"WE1307","COLCHIN AUTO","171","DOMANSKI KEN","kdomanski","fuel pump",4800,0,0,400,0,0,1609.000000,452.000000,28.11%,1486.040000,531.350000,35.76%
"WE1307","COLCHIN AUTO","171","DOMANSKI KEN","kdomanski","Rotating Electrical",6000,2280,38%,500,190,38%,84.000000,-6.000000,-8.22%,379.680000,114.780000,30.23%
"WE1555","AUTOMOTIVE AVENUES","171","DOMANSKI KEN","kdomanski","ROTATING ELECTRIC",500,0,0,42,0,0,53.000000,1.000000,1.95%,0.000000,0.000000,
"WE1155","BRAKES PLUS #111","171","DOMANSKI KEN","kdomanski","five mile",24000,0,0,2000,0,0,131.000000,41.000000,31.80%,81.310000,27.320000,33.60%
"WE1233","K AND J'S AUTO REPAIR LLC","171","DOMANSKI KEN","kdomanski","Rotating Electrical",6000,2280,38%,500,190,38%,67.000000,7.000000,11.05%,0.000000,0.000000,
"DV4670","COLORADO CAB CO DBA DENVER","171","DOMANSKI KEN","kdomanski","fuel pumps",4800,0,0,400,0,0,18694.000000,3529.000000,18.88%,18078.870000,4182.710000,23.14%
"DV4670","COLORADO CAB CO DBA DENVER","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash",0,0,0,0,0,0,18694.000000,3529.000000,18.88%,18078.870000,4182.710000,23.14%
"DV4670","COLORADO CAB CO DBA DENVER","171","DOMANSKI KEN","kdomanski","fuel pumps",504,0,0,42,0,0,18694.000000,3529.000000,18.88%,18078.870000,4182.710000,23.14%
"WE2120","BOULDER YELLOW CAB","171","DOMANSKI KEN","kdomanski","ROTATING ELECTRIC",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"WE1449","DAVE'S AUTOMOTIVE","171","DOMANSKI KEN","kdomanski","Rotating Electrical",6000,2280,38%,500,190,38%,41.000000,-13.000000,-32.50%,0.000000,0.000000,
"WE3604","REPAIR MASTERS AUTOMOTIVE","171","DOMANSKI KEN","kdomanski","fuel pumps",4800,0,0,400,0,0,9561.000000,2614.000000,27.35%,8531.100000,2948.120000,34.56%
"WE3604","REPAIR MASTERS AUTOMOTIVE","171","DOMANSKI KEN","kdomanski","ROTATING ELECTRICAL",6000,2280,38%,500,190,38%,626.000000,-21.000000,-3.49%,1285.200000,352.360000,27.42%
"DE2228","MV TRANSPORTATION #27","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash",0,0,0,0,0,0,11626.000000,2803.000000,24.11%,12456.530000,3764.170000,30.22%
"WE1987","NATE'S IMPORT SERVICE","171","DOMANSKI KEN","kdomanski","five mile",24000,0,0,2000,0,0,333.000000,121.000000,36.39%,-46.800000,2.820000,-6.03%
"WE1455","DOUBLE D AUTO-TRUCK-RV SERVICE","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash   ",0,0,0,0,0,0,368.000000,114.000000,31.15%,0.000000,0.000000,
"DV2898","METRO TAXI / MKBS LLC","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash",0,0,0,0,0,0,6513.000000,1289.000000,19.80%,8207.760000,2706.920000,32.98%
"DV2898","METRO TAXI / MKBS LLC","171","DOMANSKI KEN","kdomanski","fuel pumps",4800,0,0,400,0,0,6513.000000,1289.000000,19.80%,8207.760000,2706.920000,32.98%
"WE1475","DOUG'S AUTOMOTIVE SERVICE INC.","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash",0,0,0,0,0,0,2661.000000,808.000000,30.38%,2505.430000,884.010000,35.28%
"WE1475","DOUG'S AUTOMOTIVE SERVICE INC.","171","DOMANSKI KEN","kdomanski","fuel pump",4800,0,0,400,0,0,2661.000000,808.000000,30.38%,2505.430000,884.010000,35.28%
"WE2535","KLAVA'S SERVICE CENTER INC","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash",0,0,0,0,0,0,2526.000000,663.000000,26.27%,2339.690000,865.070000,36.97%
"WE2535","KLAVA'S SERVICE CENTER INC","171","DOMANSKI KEN","kdomanski","fuel pumps",4800,0,0,400,0,0,2526.000000,663.000000,26.27%,2339.690000,865.070000,36.97%
"FT1571","PERFORMANCE WISE SERVICE","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash   ",0,0,0,0,0,0,1094.000000,350.000000,32.07%,1725.860000,828.470000,48.00%
"FT1571","PERFORMANCE WISE SERVICE","171","DOMANSKI KEN","kdomanski","fuel pumps",4800,0,0,400,0,0,1094.000000,350.000000,32.07%,1725.860000,828.470000,48.00%
"FT1010","A CUSTOM COACH","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash",0,0,0,0,0,0,1017.000000,307.000000,30.17%,0.000000,0.000000,
"FT1010","A CUSTOM COACH","171","DOMANSKI KEN","kdomanski","fuel pumps",4800,0,0,400,0,0,1017.000000,307.000000,30.17%,0.000000,0.000000,
"WE2907","MERRILL AXLE & WHEEL","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash   ",0,0,0,0,0,0,214.000000,73.000000,34.38%,0.000000,0.000000,
"WE2907","MERRILL AXLE & WHEEL","171","DOMANSKI KEN","kdomanski","five mile",24000,0,0,2000,0,0,214.000000,73.000000,34.38%,0.000000,0.000000,
"WE1153","BRAKES PLUS #108","171","DOMANSKI KEN","kdomanski","five mile",2004,0,0,167,0,0,347.000000,93.000000,26.92%,256.610000,78.270000,30.50%
"DE2711","LEEDS WEST/ MIDAS AUTO #11","171","DOMANSKI KEN","kdomanski","five mile",6000,0,0,500,0,0,0.000000,0.000000,,0.000000,0.000000,
"WE2788","MIDAS AUTO SERVICE EXPERTS","171","DOMANSKI KEN","kdomanski","five mile",12000,0,0,1000,0,0,27.000000,8.000000,29.47%,0.000000,0.000000,
"WE2781","LEEDS WEST/ MIDAS AUTO #10","171","DOMANSKI KEN","kdomanski","five mile",24000,0,0,2000,0,0,29.000000,6.000000,22.97%,0.000000,0.000000,
"WE1207","ISDAJO ENTERPRISES, INC.","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash   ",0,0,0,0,0,0,515.000000,122.000000,23.79%,720.680000,271.040000,37.61%
"DV2495","KEARNEY GARAGE","171","DOMANSKI KEN","kdomanski","fuel pumps",4800,0,0,400,0,0,2284.000000,539.000000,23.59%,1148.070000,439.840000,38.31%
"DV2495","KEARNEY GARAGE","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash",0,0,0,0,0,0,2284.000000,539.000000,23.59%,1148.070000,439.840000,38.31%
"WE1032","APEX AUTOMOTIVE","171","DOMANSKI KEN","kdomanski","brakes",5004,0,0,417,0,0,0.000000,0.000000,,0.000000,0.000000,
"WE1753","GREEN GARAGE","171","DOMANSKI KEN","kdomanski","ROTATING ELECTRICAL",500,0,0,42,0,0,0.000000,0.000000,,0.000000,0.000000,
"WE3700","ROCKY'S AUTO INC","171","DOMANSKI KEN","kdomanski","Rotating electrical & Splash   ",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"WE1602","ELITE DIESEL ENGINEERING","171","DOMANSKI KEN","kdomanski","mtc",9996,0,0,833,0,0,0.000000,0.000000,,0.000000,0.000000,
"WE1602","ELITE DIESEL ENGINEERING","171","DOMANSKI KEN","kdomanski","five mile",12000,0,0,1000,0,0,22.000000,6.000000,31.38%,0.000000,0.000000,
"DE2244","ROYAL CREST DAIRY INC","171","DOMANSKI KEN","spantuso","Royal Crest Belts",4200,1302,31%,350,108.5,31%,460.000000,97.000000,21.23%,49.640000,37.570000,75.68%
"CS3634","TECH CENTER SERVICES","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,3665.000000,1151.000000,31.42%,4188.470000,1542.080000,36.82%
"CS3634","TECH CENTER SERVICES","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,166.000000,3.000000,1.98%,135.500000,46.440000,34.27%
"CS3634","TECH CENTER SERVICES","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,166.000000,3.000000,1.98%,135.500000,46.440000,34.27%
"CS1141","AUSTIN AUTOMOTIVE","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS1141","AUSTIN AUTOMOTIVE","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,92.000000,23.000000,25.74%,0.000000,0.000000,
"CS1134","BLACK FOREST AUTO CENTER INC","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS1134","BLACK FOREST AUTO CENTER INC","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,1065.000000,247.000000,23.26%,1258.510000,515.020000,40.92%
"CS1471","HUTCHESON PERFORMANCE","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,182.000000,-39.000000,-21.56%,76.750000,28.310000,36.89%
"CS1471","HUTCHESON PERFORMANCE","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,7449.000000,2049.000000,27.50%,7085.050000,2303.200000,32.51%
"CS1471","HUTCHESON PERFORMANCE","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,7449.000000,2049.000000,27.50%,7085.050000,2303.200000,32.51%
"CS2030","HONEST ACCURATE AUTO SERVICE","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS2030","HONEST ACCURATE AUTO SERVICE","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,55.000000,26.000000,48.52%,359.040000,174.940000,48.72%
"CS3641","TIRE WORLD NORTH #2","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,756.000000,40.000000,5.38%,901.110000,349.550000,38.79%
"CS3641","TIRE WORLD NORTH #2","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,11399.000000,2975.000000,26.10%,8820.360000,3439.790000,39.00%
"CS1375","G & G AUTO SERVICE INC.","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,295.000000,109.000000,36.93%,-168.530000,-86.300000,51.21%
"CS1375","G & G AUTO SERVICE INC.","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS1204","BRAKES PLUS #130","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,922.000000,268.000000,29.10%,121.800000,61.830000,50.76%
"CS1204","BRAKES PLUS #130","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,13.000000,3.000000,28.23%,-28.600000,-2.600000,9.09%
"CS2085","IMPORT AUTO TECHNICIANS","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,115.000000,2.000000,1.79%,123.840000,32.070000,25.90%
"CS2085","IMPORT AUTO TECHNICIANS","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,2731.000000,863.000000,31.62%,1871.000000,715.040000,38.22%
"CS3601","RAMPART CAR CARE","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,30.000000,-2.000000,-8.53%,0.000000,0.000000,
"CS3601","RAMPART CAR CARE","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,522.000000,190.000000,36.54%,0.000000,0.000000,
"CS1207","BIG O TIRES HARTSEL DR.","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS1207","BIG O TIRES HARTSEL DR.","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,872.000000,360.000000,41.28%,-424.890000,-106.930000,25.17%
"CS1207","BIG O TIRES HARTSEL DR.","169","JONES RICHARD","rjones","5Mile",180,66.6,37%,15,5.55,37%,872.000000,360.000000,41.28%,-424.890000,-106.930000,25.17%
"CS1301","CARE CAR 2000-BRIARGATE","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,675.000000,174.000000,25.89%,1445.390000,583.570000,40.37%
"CS1301","CARE CAR 2000-BRIARGATE","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,51.000000,0.000000,-0.54%,182.240000,49.040000,26.91%
"CS1307","COLORADO AUTO REPAIR","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,76.000000,-1.000000,-2.21%,95.440000,40.160000,42.08%
"CS1307","COLORADO AUTO REPAIR","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,172.000000,28.000000,16.51%,368.910000,170.170000,46.13%
"CS1058","ACCURATE JAPANESE REPAIR INC.","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,1609.000000,570.000000,35.43%,1208.830000,521.480000,43.14%
"CS1058","ACCURATE JAPANESE REPAIR INC.","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,141.000000,13.000000,9.49%,0.000000,0.000000,
"CS1360","DAN'S AUTO INC.","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,359.000000,132.000000,36.88%,207.850000,105.710000,50.86%
"CS1360","DAN'S AUTO INC.","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS3320","PRECISION MOTORS INC","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,85.000000,9.000000,10.55%,0.000000,0.000000,
"CS3320","PRECISION MOTORS INC","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,1426.000000,326.000000,22.91%,1146.420000,385.760000,33.65%
"CS1490","QUALITY TECH SERVICE CENTER","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,109.000000,-37.000000,-34.38%,-15.400000,-1.400000,9.09%
"CS1490","QUALITY TECH SERVICE CENTER","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,2150.000000,580.000000,27.01%,999.150000,403.290000,40.36%
"CS2029","HELLEM'S AUTO","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,2151.000000,676.000000,31.46%,1834.970000,550.910000,30.02%
"CS2029","HELLEM'S AUTO","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,57.000000,0.000000,-1.31%,115.030000,42.600000,37.03%
"CS1304","CARS COLLISION CENTER","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS1304","CARS COLLISION CENTER","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS3640","TIRE WORLD INC.","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,10918.000000,2888.000000,26.45%,10382.130000,3761.950000,36.23%
"CS3640","TIRE WORLD INC.","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,534.000000,31.000000,5.92%,1332.750000,518.560000,38.91%
"CS1428","FOUNTAIN VALLEY BIG O TIRES","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS3727","SOUTH NEVADA BIG O TIRES","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS3727","SOUTH NEVADA BIG O TIRES","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS1201","BRAKES PLUS #121","169","JONES RICHARD","rjones","5mile",30000,10500,35%,2500,875,35%,266.000000,83.000000,31.50%,-90.410000,-48.600000,53.76%
"CS1201","BRAKES PLUS #121","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,40.000000,13.000000,32.68%,0.000000,0.000000,
"CS1201","BRAKES PLUS #121","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,266.000000,83.000000,31.50%,-90.410000,-48.600000,53.76%
"CS2035","HONEST ACCURATE AUTO SERVICE","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,35.000000,13.000000,38.32%,735.390000,311.610000,42.37%
"CS2035","HONEST ACCURATE AUTO SERVICE","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS2303","J.J. TRACK TIRE & AUTO","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,7427.000000,2036.000000,27.42%,8433.320000,3069.990000,36.40%
"CS2303","J.J. TRACK TIRE & AUTO","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,280.000000,-45.000000,-16.41%,307.300000,148.390000,48.29%
"CS1025","ALANS AUTOMOTIVE & DIESEL","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
"CS1025","ALANS AUTOMOTIVE & DIESEL","169","JONES RICHARD","rjones","Splash",0,0,0,0,0,0,44.000000,17.000000,40.59%,0.000000,0.000000,
"CS1160","BEST WEST TIRE & SERVICE","169","JONES RICHARD","rjones","Rotating Electric",0,0,0,0,0,0,0.000000,0.000000,,0.000000,0.000000,
